R,regime,strategy,B,B_over_R,dv_hohmann_bar,dv_bielliptic_bar,saving_bar,dv_saving_m_s,t_hohmann_days,t_bielliptic_days,time_ratio,extra_time_days,rb_km,rb_altitude_km,rb_over_lunar_distance,model_validity_flag
11.9,hohmann_only,B/R=3,35.7,3.0,0.5340367096558453,0.5392384308983394,-0.005201721242494184,-40.187253219819446,0.5148606876118222,6.119961048938296,11.886634960081517,5.605100361326474,238409.46591000003,232031.32961000002,0.6202119300468263,lunar_third_body_caution
11.9,hohmann_only,B/R=5,59.5,5.0,0.5340367096558453,0.5381092981419974,-0.004072588486152107,-31.463843816943804,0.5148606876118222,11.933521095021026,23.178155532469532,11.418660407409204,397349.10985,390970.97355,1.0336865500780437,two_body_invalid
11.9,hohmann_only,B/R=10,119.0,10.0,0.5340367096558453,0.5365583414974282,-0.0025216318415829386,-19.481524022664214,0.5148606876118222,31.24988782097161,60.69581262054402,30.735027133359793,794698.2197,788320.0834,2.0673731001560873,two_body_invalid
11.9,hohmann_only,B/R=20,238.0,20.0,0.5340367096558453,0.5355207330646937,-0.001484023408848456,-11.46520963644261,0.5148606876118222,84.95739200847841,165.01044661722509,84.44253132086659,1589396.4394,1583018.3031000001,4.134746200312175,two_body_invalid
11.9,hohmann_only,B/R=50,595.0,50.0,0.5340367096558453,0.5348056266058274,-0.0007689169499821569,-5.940468305281112,0.5148606876118222,327.82934703143087,636.7340815086601,327.314486343819,3973491.0985,3967112.9622,10.336865500780437,two_body_invalid
11.9,hohmann_only,B/R=100,1190.0,100.0,0.5340367096558453,0.5345510276299675,-0.0005143179741222692,-3.9734975593666273,0.5148606876118222,919.7723989285123,1786.4490745931103,919.2575382409005,7946982.197,7940604.060699999,20.673731001560874,two_body_invalid
12.0,large_B_bielliptic,B/R=1.25,15.0,1.25,0.5341798721538682,0.5370667237557408,-0.002886851601872631,-22.303124470558657,0.5208590270797074,2.2702060449085697,4.358580588757193,1.7493470178288624,100172.0445,93793.9082,0.26059324791883454,lunar_third_body_caution
12.0,large_B_bielliptic,B/R=1.5,18.0,1.5,0.5341798721538682,0.5383936340331004,-0.00421376187923217,-32.554515660191065,0.5208590270797074,2.7462553218133543,5.272550112476198,2.2253962947336468,120206.4534,113828.3171,0.3127118975026015,lunar_third_body_caution
12.0,large_B_bielliptic,B/R=2,24.0,2.0,0.5341798721538682,0.5392304845413264,-0.0050506123874581865,-39.01982237568278,0.5208590270797074,3.789304851678358,7.275106419723198,3.268445824598651,160275.27120000002,153897.1349,0.4169491966701353,lunar_third_body_caution
12.0,large_B_bielliptic,B/R=3,36.0,3.0,0.5341798721538682,0.5389518382074436,-0.004771966053575438,-36.867067497731846,0.5208590270797074,6.196413183198519,11.896526432382016,5.675554156118812,240412.9068,234034.77049999998,0.625423795005203,lunar_third_body_caution
12.0,large_B_bielliptic,B/R=5,60.0,5.0,0.5341798721538682,0.5377359784310891,-0.003556106277220916,-27.473625897481224,0.5208590270797074,12.083165172082898,23.198532700545485,11.562306145003191,400688.178,394310.0417,1.0423729916753381,two_body_invalid
12.0,large_B_bielliptic,B/R=10,120.0,10.0,0.5341798721538682,0.5361205519627599,-0.0019406798088916766,-14.99322767652285,0.5208590270797074,31.64307953639371,60.75171570665962,31.122220509314,801376.356,794998.2197,2.0847459833506763,two_body_invalid
12.0,large_B_bielliptic,B/R=20,240.0,20.0,0.5341798721538682,0.535051019476107,-0.0008711473222388078,-6.730275691165656,0.5208590270797074,86.02835562356574,165.16629481474027,85.50749659648604,1602752.712,1596374.5757000002,4.169491966701353,two_body_invalid
12.0,large_B_bielliptic,B/R=50,600.0,50.0,0.5341798721538682,0.5343168892638722,-0.00013701711000402295,-1.058561395062239,0.5208590270797074,331.96688500819846,637.3449777177374,331.4460259811188,4006881.7800000003,4000503.6437000004,10.423729916753382,two_body_invalid
12.0,large_B_bielliptic,B_crit,815.8202504753092,67.98502087294243,0.5341798721538682,0.5341798721538682,0.0,0.0,0.5208590270797074,524.0876503171905,1006.1986508241682,523.5667912901108,5448158.828974254,5441780.692674254,14.173149919287862,two_body_invalid
12.0,large_B_bielliptic,1.1*B_crit,897.4022755228402,74.78352296023668,0.5341798721538682,0.5341448773487564,3.499480511182096e-05,0.27036148783179503,0.5208590270797074,603.9811877781204,1159.5866758121729,603.4603287510407,5992974.711871681,5986596.57557168,15.590464911216651,two_body_invalid
