R,regime,dv_hohmann_bar,dv_bielliptic_infinite_bar,dv_best_bar,best_endpoint,saving_bar,saving_m_s,best_endpoint_attainable
1.7016720890661372,hohmann_only,0.2293897783589801,0.731744742053701,0.2293897783589801,B->R+,0.0,0.0,yes
1.7147766433695044,hohmann_only,0.23215858930167282,0.7305291070446404,0.23215858930167282,B->R+,0.0,0.0,yes
1.72798211567264,hohmann_only,0.23491199796352838,0.7293181259674448,0.23491199796352838,B->R+,0.0,0.0,yes
1.741289283143728,hohmann_only,0.23765001499510396,0.7281117810050215,0.23765001499510396,B->R+,0.0,0.0,yes
1.7546989289359156,hohmann_only,0.2403726516275505,0.7269100544084883,0.2403726516275505,B->R+,0.0,0.0,yes
1.7682118422334008,hohmann_only,0.2430799196710983,0.7257129284969133,0.2430799196710983,B->R+,0.0,0.0,yes
1.7818288182978792,hohmann_only,0.24577183151345333,0.7245203856570536,0.24577183151345333,B->R+,0.0,0.0,yes
1.7955506585153465,hohmann_only,0.24844840011810565,0.7233324083430972,0.24844840011810565,B->R+,0.0,0.0,yes
1.809378170443261,hohmann_only,0.25110963902254907,0.7221489790764043,0.25110963902254907,B->R+,0.0,0.0,yes
1.8233121678580706,hohmann_only,0.25375556233641433,0.7209700804452502,0.25375556233641433,B->R+,0.0,0.0,yes
1.8373534708031045,hohmann_only,0.25638618473951635,0.7197956951045693,0.25638618473951635,B->R+,0.0,0.0,yes
1.8515029056368353,hohmann_only,0.25900152147981614,0.7186258057756995,0.25900152147981614,B->R+,0.0,0.0,yes
1.8657613050815107,hohmann_only,0.26160158837129927,0.7174603952461285,0.26160158837129927,B->R+,0.0,0.0,yes
1.8801295082721619,hohmann_only,0.2641864017917703,0.7162994463692403,0.2641864017917703,B->R+,0.0,0.0,yes
1.8946083608059878,hohmann_only,0.26675597868056555,0.7151429420640626,0.26675597868056555,B->R+,0.0,0.0,yes
1.9091987147921199,hohmann_only,0.269310336536185,0.7139908653150165,0.269310336536185,B->R+,0.0,0.0,yes
1.923901428901771,hohmann_only,0.27184949341384385,0.7128431991716648,0.27184949341384385,B->R+,0.0,0.0,yes
1.9387173684187702,hohmann_only,0.2743734679229444,0.7116999267484636,0.2743734679229444,B->R+,0.0,0.0,yes
1.9536474052904849,hohmann_only,0.27688227922447123,0.7105610312245133,0.27688227922447123,B->R+,0.0,0.0,yes
1.968692418179138,hohmann_only,0.2793759470283079,0.7094264958433119,0.2793759470283079,B->R+,0.0,0.0,yes
1.9838532925135195,hohmann_only,0.2818544915904795,0.7082963039125074,0.2818544915904795,B->R+,0.0,0.0,yes
1.9991309205410936,hohmann_only,0.2843179337103181,0.7071704388036527,0.2843179337103181,B->R+,0.0,0.0,yes
2.014526201380511,hohmann_only,0.2867662947275572,0.7060488839519616,0.2867662947275572,B->R+,0.0,0.0,yes
2.0300400410745234,hohmann_only,0.28919959651935173,0.7049316228560637,0.28919959651935173,B->R+,0.0,0.0,yes
2.0456733526433055,hohmann_only,0.2916178614972269,0.7038186390777627,0.2916178614972269,B->R+,0.0,0.0,yes
2.0614270561381884,hohmann_only,0.2940211126039576,0.7027099162417942,0.2940211126039576,B->R+,0.0,0.0,yes
2.077302078695806,hohmann_only,0.29640937331037753,0.7016054380355851,0.29640937331037753,B->R+,0.0,0.0,yes
2.09329935459266,hohmann_only,0.2987826676121217,0.7005051882090126,0.2987826676121217,B->R+,0.0,0.0,yes
2.109419825300103,hohmann_only,0.3011410200263005,0.6994091505741666,0.3011410200263005,B->R+,0.0,0.0,yes
2.1256644395397446,hohmann_only,0.3034844555881098,0.69831730900511,0.3034844555881098,B->R+,0.0,0.0,yes
2.142034153339289,hohmann_only,0.3058129998473752,0.6972296474376427,0.3058129998473752,B->R+,0.0,0.0,yes
2.1585299300887955,hohmann_only,0.30812667886503387,0.6961461498690644,0.30812667886503387,B->R+,0.0,0.0,yes
2.1751527405973796,hohmann_only,0.31042551920955475,0.6950668003579397,0.31042551920955475,B->R+,0.0,0.0,yes
2.1919035631503423,hohmann_only,0.3127095479532964,0.693991583023863,0.3127095479532964,B->R+,0.0,0.0,yes
2.208783383566749,hohmann_only,0.31497879266880713,0.6929204820472256,0.31497879266880713,B->R+,0.0,0.0,yes
2.2257931952574435,hohmann_only,0.31723328142506524,0.691853481668982,0.31723328142506524,B->R+,0.0,0.0,yes
2.242933999283514,hohmann_only,0.3194730427836634,0.6907905661904191,0.3194730427836634,B->R+,0.0,0.0,yes
2.2602068044152066,hohmann_only,0.32169810579493563,0.6897317199729244,0.32169810579493563,B->R+,0.0,0.0,yes
2.277612627191294,hohmann_only,0.3239084999940315,0.6886769274377563,0.3239084999940315,B->R+,0.0,0.0,yes
2.2951524919789,hohmann_only,0.32610425539693544,0.6876261730658147,0.32610425539693544,B->R+,0.0,0.0,yes
2.3128274310337873,hohmann_only,0.3282854024964343,0.6865794413974128,0.3282854024964343,B->R+,0.0,0.0,yes
2.330638484561105,hohmann_only,0.3304519722580346,0.6855367170320495,0.3304519722580346,B->R+,0.0,0.0,yes
